objid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
img7_isl6193,-1.0345991,-4.0400047,-4.9723387,-0.34813976,-1.1045411,-0.09977046,0.725654,0.936398,1.625471,0.109740436,0.14088872,-1.1333692,0.18755943,-1.1662792,-0.052120455,-0.002285421,-1.1408778,0.65057385,0.2870214,1.117374,-1.00218,-0.60858417,0.09511232,0.34688246,-0.2372368,-0.03045854,0.30277312,0.45115814,-0.2247358,0.12609008,0.21289316,-0.40916628,-0.7535046,-0.679102,-0.5547304,0.25614628,0.07359545,0.19329965,-0.8037993,-0.08102355,-0.48419338,-0.44751656,0.007658884,-0.10741855,-0.14809984,-0.10495645,-0.027366638,0.32853782,0.15729138,-0.0016448647,-0.11340941,0.116472244,0.041989416,0.15904021,0.31271288,-0.3444038
img7_isl6508,-6.8010955,8.776877,-1.3347881,0.6062763,3.943784,0.14291096,-1.918786,4.738228,-1.9297608,5.7043567,1.1161793,1.0830058,1.6921167,-1.1719418,-0.9022657,0.27159607,-1.1270581,-2.5589316,-0.5536031,-1.4269243,1.012915,0.39660898,0.77689886,-0.01983738,0.8867748,-0.711808,-0.38313013,-0.85764724,1.9732665,-0.43995392,-1.2301357,-0.13469525,-0.6408142,-0.8548173,-0.5867157,0.60547453,-1.1383035,0.10430109,0.233585,-0.036103405,0.77108616,-0.14754614,-0.59406483,0.32990533,0.08685061,0.82246774,0.06657958,-0.017956883,0.5347921,1.004677,0.20139745,0.63838995,0.15303278,-0.30124378,0.63492453,-0.53310376
img7_isl6535,-8.56724,6.233924,2.704208,5.6321125,3.93096,0.21143097,0.18203548,2.7298207,-0.20714062,-3.4017396,-0.361778,-0.059286237,1.162539,-1.8601191,1.8850136,2.8239062,1.4397613,-0.55040646,-0.15090986,-1.0380065,0.11903878,-0.39317968,0.4863394,-0.23641661,0.17254668,-0.7529747,0.026246727,1.2931017,0.29985693,1.9802496,0.36676672,-0.78993446,0.0042342544,0.6826692,-0.017327815,0.09969458,0.63430786,0.20417064,-0.8826802,-0.22288197,0.09556456,-0.35767442,1.0948166,-0.13986346,0.3396762,0.5673347,-0.1508942,-0.19479296,0.140284,-0.1073896,0.4821498,-0.54928875,-0.22729431,0.7780438,0.065826684,0.027099669
img9_isl132,16.136751,3.5216541,8.264994,1.5794034,-3.3546884,4.5541844,0.6911707,3.8053207,1.1566476,-0.24351624,0.1463257,-1.2201477,-0.10216278,-1.9949573,-0.35495025,-1.6503323,-0.1635676,-0.47065803,1.306758,0.9340934,0.20927146,-0.38595685,0.42510659,0.53253937,-0.28720802,0.11053693,-0.8122708,-0.100696504,0.17313394,0.4993435,-0.06243831,0.816759,0.6361012,-0.074832045,0.23295487,-0.2062054,0.48566234,0.4628769,0.17073423,0.40142196,0.72865474,0.14554673,-0.33323514,0.010919336,0.05723229,-0.019640774,0.3981759,0.5121,0.3329435,-0.45069647,-0.27108845,-0.3325577,-0.08828035,0.030308098,-0.18581352,0.33635205
img9_isl143,-7.0882897,5.3171797,5.851476,-0.7866485,5.4571047,-2.7921085,-1.2253699,1.790596,1.6760277,-2.2428334,1.2460415,1.1703451,-0.5013073,-0.25859585,1.2798067,-1.5798247,0.85948956,0.23089284,-1.697568,0.19093573,-0.09749644,-0.90372443,0.019435093,-0.65585935,-0.9386713,0.5347624,-0.42396635,-0.25587434,-0.91871995,0.79686517,-0.018049896,0.06433514,0.6292719,-0.51175165,-0.64280915,-0.28508726,-0.050714627,0.48601463,-1.0269294,0.02505802,-0.96484876,-0.5952972,0.57179004,-0.83644736,-0.21677744,-0.18218878,0.29920226,-0.60698724,-0.32654557,0.21301109,0.05558749,1.0145357,-0.09261203,-0.11606115,0.30814394,-0.59385467
img9_isl326,-3.0651026,-5.5543857,0.0115273,-2.4311593,1.4962656,1.4143751,1.0246189,1.4238372,1.3077389,0.06838709,-0.09225345,-1.1094439,-0.021687388,0.25929087,-1.7747241,0.5622918,0.98905617,0.6329137,0.53994274,-0.06833851,1.2346356,0.85918653,-0.8220195,0.20102146,-0.031553626,-0.46257666,0.8242127,-0.023316007,0.12957588,-0.05950421,0.21175554,0.5389346,-0.06382638,-0.10143342,0.6734648,0.24104086,0.0127245635,-0.18604359,0.33133346,0.4000392,-0.25448608,-0.34246433,0.12058371,0.0028009526,-0.2650918,-0.044524044,0.36849463,0.02537243,-0.32009506,0.04901769,-0.4881823,0.34570274,0.11090428,0.60169876,-0.009471655,-0.087841585
img9_isl357,13.1639,1.0826641,0.66307175,1.3255138,0.31189448,-1.4538109,-2.3970382,-0.6050103,0.3734206,-0.69672877,-1.2456154,1.6013926,0.3156641,-0.27517712,-0.40343583,-0.42975593,2.1316588,-0.25015172,1.1943737,0.009292066,-1.3533798,0.43081114,-0.5619713,1.5191542,0.23331583,0.40212953,-1.0786588,-0.035493325,1.1409923,-0.40351683,-0.16826808,0.4472443,-0.079643965,0.06771212,-0.7609681,0.24948558,0.16400507,1.3828673,-0.34498328,0.8236334,0.02002561,-0.2916569,0.0055822656,-0.3799553,-0.36962757,0.4860745,-0.015204161,0.47177193,0.04614854,0.09299508,-0.307697,0.012914062,0.26034313,0.10420993,0.0100673735,0.35433888
img9_isl389,-4.843195,-1.9677511,4.180798,-2.616869,3.9153717,-0.27993292,-2.5473669,1.7400429,1.6791316,-0.4993927,0.35968688,-2.3210943,-1.1671941,0.7149996,-0.48765123,0.33463323,0.5210117,1.6361417,0.1373553,-0.14980873,0.1772984,0.98913753,-0.39232707,-0.16664079,0.45537987,0.7536278,-0.4513743,-0.3910579,-0.3068271,0.352015,0.7274766,-0.74186873,0.33616,-0.59095246,-0.3431748,0.14325488,-0.24395116,0.34473768,0.2531736,-0.15967223,-0.20781878,-0.003585577,-0.455199,-0.12726712,-0.035666287,0.4201414,0.09185514,-0.43327263,0.5030391,-0.24646059,-0.064656064,-0.04510282,0.24537385,-0.27905864,0.14353171,0.045171157
img9_isl463,-6.930141,1.4124612,7.5454698,-0.5182419,6.209319,-2.2295063,-2.4597478,0.8738443,-0.040875018,-2.8292775,4.1105886,-0.1944766,0.36500135,-1.8892062,1.6170983,-0.42393816,0.13717332,-0.22399026,-1.269071,1.0493386,-1.8835486,0.57979345,-0.50699556,-0.6672796,-0.16412967,-1.7521973,0.7399012,1.1173152,-0.47666308,-0.50860614,-0.8529625,0.84276783,0.1427342,-0.1142968,-0.24240676,0.6401113,1.138691,0.41871706,-0.25787073,-0.75183445,-0.40629536,-0.49066517,0.041287694,-0.25518385,-0.11891508,-0.33023542,0.23974156,-0.06587857,-0.37753132,-1.1110168,0.828178,0.5151448,0.23836094,-0.7868473,0.23411122,-0.54456663
img9_isl527,19.533258,1.2885548,5.042414,4.979823,1.4205267,-0.6891134,1.7602978,1.9958153,-1.0889484,0.9595706,0.78145665,-0.34219518,-0.60812396,2.6338985,-1.2883599,-0.15900828,-0.694087,0.26803035,-1.1057858,-0.27042016,-0.16419426,0.056294974,-0.4010151,0.1655002,0.3000279,-0.81218624,0.44877717,0.47206157,-0.54759145,-0.046515346,0.3256093,-0.6956355,-0.6627459,0.5569229,-0.053744286,0.17881075,-0.5499716,-0.27939805,-0.077640265,-0.32446027,-0.85978615,-0.34406117,0.34787694,0.11046678,-0.17873007,0.14643613,-0.7616999,-0.4617128,0.2756929,0.077408254,0.47924772,0.29335746,-0.13083965,0.073658556,0.0778276,-0.39895093
img9_isl570,-7.035916,-7.51136,7.970202,4.3148413,0.9367493,2.1494699,-2.255002,-5.2898736,-1.9090415,1.3004956,0.7734323,0.29588157,0.9165491,0.22549199,-0.8404503,0.08676262,-0.16782159,-0.5920726,2.109649,0.22528058,-0.4885609,-0.05031271,0.8652273,-0.761098,0.28770792,0.35562962,0.4073444,0.18603842,-0.15232266,-0.31239867,0.62322044,0.014729202,-0.44436273,0.3058065,-0.29859516,-0.5820065,-0.3792092,0.077818014,-0.21263973,0.20635742,-0.15965739,0.37394577,0.057567634,0.052360136,0.18385756,-0.5233542,-0.23466773,0.4192548,0.46679896,-0.021846153,-0.032367107,-0.12892643,0.002643913,0.407044,0.27424112,-0.12116296
img9_isl699,1.4457389,1.5746983,-3.9940133,-2.8066218,4.2674494,1.91178,0.101067066,-1.5909336,-1.2493391,-1.813591,-0.84899247,3.0688648,-1.2856281,0.523527,-0.19306386,-0.5480349,-1.5530967,0.47007275,-0.4984892,0.8231407,1.0292485,-0.12795503,0.77574277,0.46106818,0.8507823,-0.04714775,1.3382363,0.5452703,0.20891953,-0.6349929,0.15474266,-0.68064255,0.39735466,0.22440945,-0.25283924,-0.38432902,0.7553481,-0.57602865,0.30079716,0.13559353,0.52237314,-0.54755676,-0.048651256,-0.089105844,0.024102092,-0.23214418,-0.0984817,-0.07205892,-0.11201996,-0.35272595,0.4859141,0.25519812,-0.2969945,0.1514442,-0.08228342,0.19902726
img9_isl890,0.81241405,-6.1557527,-4.7096596,-0.11745429,-0.11890203,-1.2021272,2.7683928,-0.21944433,0.5512997,0.30068082,1.6916533,-0.7819043,0.09663737,-1.6078144,0.80151325,-0.75541574,-0.11257315,-0.2882309,-0.5053498,0.437697,-0.19800451,-0.3318555,0.21672392,-0.7179178,-0.1939488,0.079206824,-0.5592534,0.14831206,0.36553922,0.5528953,0.5181476,0.39192724,0.3177346,0.48680276,-0.26927623,-0.45074853,0.013138294,0.07332217,0.08422738,0.33297688,-0.09534104,-0.17631927,-0.28022772,-0.00774166,0.11396462,0.23260158,-0.10576895,-0.13445431,0.35143968,0.077648714,0.07798935,0.19633296,0.20342004,0.25199342,0.17853147,-0.24798097
img9_isl905,-5.0575843,2.9816046,-1.6679231,4.51577,-4.9798737,-2.8787487,-1.3192532,2.088935,3.496583,-1.5950171,-1.8207722,2.3797207,-1.5543134,0.9796441,1.1095618,-0.46385986,-0.11485219,1.2393043,-1.1617942,-0.99964905,-0.036935247,1.381787,1.8109285,-1.7648524,1.6774997,-0.87422377,-0.45159692,-0.5372597,-0.8404594,-0.8745274,0.4757239,1.342215,-0.29688513,0.33935675,0.80429924,-0.17036693,0.037531957,-0.55696917,-0.4417646,0.33816355,0.8145162,0.07985407,-0.11846221,-0.8107771,0.6774855,-0.12114087,0.32863116,0.12278642,0.3044017,-0.035582706,-0.72813344,-0.4189923,0.05084434,0.27227938,0.26200283,-0.2665149
img9_isl978,-0.36670148,3.2305622,-6.8803005,0.6610129,2.779332,3.4871488,0.88042927,-2.007944,-1.0997009,-3.0564308,1.0073057,2.1613722,-1.1416526,-0.68863136,-1.5041941,-0.5281766,-2.195136,0.91217566,0.31393665,0.47975463,0.74581444,0.32301036,0.29990268,0.5390328,0.37525252,-0.33998042,0.07081035,-0.7860858,-0.30338284,-0.2851404,-0.3911049,-1.1027147,1.0288529,-0.5621834,-0.3174918,-0.39764318,0.32528555,-0.4435335,0.21458337,-0.23832244,-0.23858671,-0.3989662,0.1229877,-0.12914866,-0.3821801,-0.1775367,0.26058507,-0.23353586,0.21500993,-0.4363045,-0.11507963,-0.52298665,-0.09081328,-0.028814852,-0.10627088,0.26119626
img9_isl1026,11.264506,1.8407007,1.3850603,-0.40327644,-0.12865138,0.0421378,-2.1301868,-0.6965773,-0.39049083,-1.1937532,-1.3124075,2.096764,-0.60626525,0.59864634,0.18253522,0.10293253,1.1581446,0.20336905,0.055296466,0.8527108,-0.7102816,0.28601047,-0.40896004,0.18072408,0.44554433,0.65640354,0.20752639,0.23246448,1.8553138,-0.44228083,-0.10508588,-0.49520135,0.28578836,0.4819255,-0.45682773,-0.28692788,0.051448345,0.008129634,0.0074741244,0.24571675,0.2712919,0.17961192,0.061656624,0.53555954,-0.45871854,0.52079475,-0.31917885,-0.065160826,0.15024287,0.22738808,0.25710395,0.94311786,-0.19710921,0.22492716,0.597787,-0.15541601
img9_isl1031,-5.845553,-7.058235,4.453506,3.2414372,-2.3667228,1.1169758,-1.2659905,-2.7808375,-1.5020094,1.415173,-0.49518198,1.2956365,-0.18866467,1.4176825,0.8172698,-1.1167921,0.0012007356,-0.7370378,-0.54386234,-0.2060728,0.61113924,-0.50189286,1.3382273,0.72355807,-0.61139256,0.5200213,-0.38390595,-0.6265926,-0.19464186,0.47133923,-0.10278353,-0.29403448,0.6239989,-0.73878914,0.31264874,-0.3409448,0.04152319,-0.2001563,-0.033672556,-0.5573467,-0.32670647,-0.39018387,0.38134658,-0.23490876,0.2301814,0.7730022,-0.08801235,-0.057693608,-0.18326077,-0.12988856,0.12820294,0.20700717,-0.24889904,-0.8269385,-0.20031601,0.16212136
img9_isl1094,16.959314,0.46736586,3.4034863,3.4448745,1.8241322,-0.4925846,1.3311895,1.0983086,-1.1797787,0.6191247,0.05393728,-0.5605455,-0.00946933,1.5795461,-0.71708345,-0.053127214,-0.15354276,0.18538448,-0.8378242,-0.23059559,0.13582566,0.26751226,-0.14158477,0.3707696,0.22423655,-0.8313502,0.20038068,0.3542992,-0.7104774,0.027758777,-0.1664496,-0.3419474,-0.37778673,0.14562711,0.23147526,-0.09413016,-0.051762022,-0.12677151,-0.24394089,-0.25145906,-0.2556557,-0.3294943,0.087042265,-0.35459912,-0.23939016,-0.03006272,-0.24644986,-0.011263661,0.07745959,0.04372281,0.22970253,0.07522377,-0.13334575,-0.049133822,-0.35064524,-0.20699358
img9_isl1321,-7.2953258,4.138242,-1.9668374,7.0876923,-1.0404675,1.6270304,0.43026716,3.2059658,-1.6095846,-0.43010786,-1.00612,0.2438271,-0.026905179,-1.1307846,1.862026,2.2171655,-0.3600421,-1.3142914,-0.57982934,-0.98418033,-0.6252584,1.5081955,1.060716,1.2582352,1.2315261,-0.4708276,0.12814298,0.21621601,-0.17495568,0.9645254,0.17987695,-0.70781785,0.18019378,-0.59608585,0.4521587,-0.070718676,-0.06825094,-0.13372254,-0.578447,-0.309488,0.5370908,0.5423082,-0.6952222,0.032564975,-0.23044026,1.0307922,0.5230613,0.22254345,-0.41275674,0.10641964,-0.64514804,0.5622016,-0.15974756,0.030341,-0.81328857,-0.42532188
img9_isl1351,-6.266156,0.6495825,4.3405004,3.9432833,-5.4145393,-4.5726266,-1.4707884,-0.753747,1.674343,1.4284678,-3.5535755,0.45277703,0.6795076,0.4294932,1.9080737,-1.1102868,-1.702341,2.233717,-1.7431606,-0.09898391,0.90234935,-0.77377564,0.32155663,1.504043,1.0181938,-0.4755658,-0.42711335,-1.407327,-0.4110913,-0.6156631,-0.278429,0.7601448,0.178532,0.3466419,-2.0282264,-0.42520288,-0.0007341802,-0.17041633,0.59831804,0.20168662,-0.45281112,-0.86118305,-0.6354861,0.48051116,0.022611946,0.42342848,-0.2749864,0.1740486,-0.9505094,-0.67871386,0.2727083,0.13084748,0.06292233,0.18882465,-0.111060955,-0.6932442
img9_isl1387,-7.821999,3.2173848,3.9212027,4.8686247,2.519884,-1.1176317,2.2759924,0.6580401,2.660161,-2.9556932,-2.8737495,-0.27465996,2.2335503,-1.4312028,-0.5948155,1.5761842,0.07999694,0.53481317,-0.5108858,-0.7723758,0.22924829,-1.8256099,-1.5180182,-0.043835253,0.27569354,0.5795107,-0.150823,1.3876516,-0.43302527,0.96428007,0.41289946,-1.1763793,-0.3466953,-0.1882979,-0.59139955,-0.7318588,-0.0826758,-0.18767303,-0.21159187,0.41550872,1.0921856,0.8881241,0.53760326,0.026185337,-0.32884306,0.38900572,-0.70728046,-0.41676274,0.22229126,-0.3931721,0.21577059,-0.5856353,0.09646249,-0.36720866,-0.23724815,0.3214742
img9_isl1435,-7.108917,6.036602,2.6753955,3.8893707,-1.1054912,-3.5151284,4.4352045,-0.48178554,-2.181582,-2.9114478,-4.101221,0.55176127,-1.0228026,-1.3802699,0.8423838,-0.54657894,1.4338734,0.7888585,1.3765603,0.18492252,1.0571004,-1.8341707,-0.37373382,0.91864574,-0.5234558,0.2781343,0.70868635,0.4399136,-0.1952919,0.25532597,0.6205883,0.02353847,0.076462,0.6222177,0.9385538,1.3249753,-1.7104605,-0.8970865,2.140579,0.400845,0.12324062,0.7600796,-0.4189355,-0.5979518,-0.062548935,-0.5692241,0.30755073,0.7717582,0.21717215,0.07731592,0.7084067,-0.3268857,0.3497566,-0.46384072,0.7807784,0.18594216
img9_isl1703,2.650642,0.4599296,-6.5179944,1.779103,-1.873393,-1.4690113,-3.2809405,-1.0613382,0.53225887,-1.5145271,1.4106902,0.97231996,-1.0610313,-1.652757,-0.9600673,-0.47490215,-0.23810917,0.81088537,0.29115605,-0.09944761,-0.7911483,-0.92422867,0.32146105,0.015698135,0.7543466,-0.09850901,0.6498046,0.06311398,-0.7402627,0.71334475,-0.42753097,-0.48159754,0.052687407,-0.9092257,0.3719691,-0.6409595,-0.35786885,-0.30419606,-0.4358413,-0.08406905,-0.013578862,0.3783015,0.43908232,-0.1960525,-0.5402481,0.056526616,0.3557124,-0.19209161,-0.15638223,0.18837406,-0.31015608,0.09586564,-0.15000822,0.3891114,0.12743148,0.27224183
img9_isl1984,17.427805,0.05662048,2.3447995,3.86542,3.0473802,-1.9757209,1.1164827,0.17059839,-1.3928516,1.0030344,-0.32405782,-0.15806097,-0.2004236,2.3880954,-0.3943573,0.98828876,-0.267951,0.28689635,-1.2631146,-0.2790547,0.07057402,0.47017378,-0.4618824,-0.28723672,-0.015709639,-0.4753295,0.51411825,-0.02239729,-0.46343493,-0.5169755,-0.16910096,-0.3908469,-0.6550529,0.3795688,0.06857082,0.17758659,-0.43967855,-0.35523167,-0.25767076,-0.47599345,-0.7650307,-0.38652444,0.122869484,-0.11272615,-0.39770475,0.14427997,-0.44889116,-0.38145122,0.06621872,0.10280663,0.61780876,0.119163096,0.15814894,0.2602467,-0.04821545,-0.027260177
img9_isl2277,-2.6981595,-7.057332,-1.9622074,-0.2001388,-1.8345633,1.4309635,2.633532,0.53155804,0.086841345,1.0521829,0.75071996,0.14205843,-0.47790533,-0.42472196,0.067933,-0.43261534,0.9375732,-0.56235844,-1.279718,0.72452253,-0.22863588,-0.20336185,-0.3997411,-0.26107314,-0.03266996,-0.3103969,-0.043551147,-0.06721364,0.16948411,-0.22606838,0.03352028,-0.3224326,0.336752,0.09050653,-0.190186,0.38206366,0.121670544,0.39065823,0.09738216,0.15906453,0.23953128,0.115062624,0.06421815,-0.36504647,-0.12415746,0.24508703,-0.063204825,-0.1291497,-0.19688627,0.19713214,0.31094223,-0.11389078,0.04254231,0.15700218,-0.06876202,0.010797903
img9_isl2370,13.099367,0.12999928,-0.9155138,3.1949441,-0.30447915,-4.390758,-3.3019726,0.16878152,-0.14086545,-0.85457104,1.0564845,2.3977227,-0.9433796,0.5278282,-0.8883781,-0.45788717,2.3860996,-0.5003409,1.2944843,-0.09353921,-0.78633875,-0.8942313,-0.9080531,1.0386202,1.2506912,0.8604921,-1.0605695,0.3959244,1.0788144,-0.20771092,-0.015504956,0.048733175,0.23614573,0.65247387,0.5239664,-0.5426234,0.72694975,0.37352285,0.031223476,0.60566694,0.63903,0.16920036,0.096455455,-0.29918826,-0.67005646,0.826797,-0.2721763,0.09761751,-0.2619998,0.009773642,-1.2716075,0.45398334,0.37423557,-0.18393004,0.16266087,0.0015249997
img9_isl2693,5.513638,-3.4863915,-5.2511888,1.3455808,-0.37803575,-4.44136,-1.7857561,-0.35443592,0.9030404,0.1839307,1.4400955,1.4951996,-0.5962356,-0.8210101,0.60588515,-0.019611813,-0.18235183,-0.2902386,1.5071212,0.9362125,-0.46372518,-0.68779135,-0.544606,-0.53308475,0.24484843,1.1715221,-0.63427335,0.63808644,0.45163515,0.59901077,0.14094678,-0.1177527,-0.22545832,0.16234127,-0.29414698,-0.23770392,-0.08237688,0.60761076,0.78276724,0.17113018,-0.14590389,-0.26626825,0.09555269,0.75244486,0.15727329,-0.099678576,-0.03465736,-0.21645084,-0.08759621,-0.32968894,-0.1272195,0.06940538,0.12457612,0.21634454,0.146341,-0.31354034
img9_isl2739,3.3955612,-2.3152506,-2.4012117,-4.1277804,3.438092,0.09182471,-0.32210118,-1.4135091,-1.1862059,-0.06250715,-2.727017,-0.70642996,-0.02930516,0.3986444,1.836817,1.2381055,-0.3824973,-0.011312239,0.12544273,1.1980736,1.065585,-0.46806413,0.2750026,-0.22249559,-0.20776469,-0.41023374,-0.10811764,0.58554035,-0.57365876,-0.57328075,-0.82133734,0.31243682,0.21030903,0.26560485,0.2188062,-0.43965575,0.21895206,0.16190276,-0.18695909,-0.07596073,0.1637367,0.19678408,0.03613001,0.22320473,0.16293123,0.86148685,0.09019527,0.24929503,0.34115767,-0.05517897,-0.39144123,0.11098859,-0.12001069,-0.050549492,-0.3835097,-0.27602965
img9_isl2858,0.6400014,-5.099243,-4.4197245,-1.2884712,-0.36475992,-1.1169081,1.4901295,-0.12624806,1.4092606,-0.29158688,0.05965022,-0.54694,0.40401328,-1.2582412,0.4994855,-0.8774588,-0.3297168,0.13456014,0.87025595,0.046184003,-0.36107782,0.12938012,0.22519371,-0.08816883,-0.29917043,-0.16197118,-0.7048083,0.6488796,0.30197802,0.05958575,-0.047540933,0.28608435,-0.47704315,0.067543,-0.5104315,-0.071765006,-0.10720856,-0.0010945424,-0.24091242,-0.27038318,-0.69202733,-0.26860932,-0.05120185,0.18189573,0.21412319,-0.06443754,-0.066297516,-0.032093856,0.25950575,0.10952644,-0.19317003,0.3036746,0.20922959,0.20068485,0.24299726,-0.043765146
img9_isl2860,-4.9334693,-7.45267,3.1516843,1.5443876,-1.270143,2.073585,0.7695636,-1.8478053,-0.11851084,0.82116777,-0.58541536,0.45907402,0.5688708,0.42063594,-1.1981685,0.009793028,0.96285015,-0.13226533,-0.300193,-0.775114,0.5544549,-0.22764744,-0.39023173,0.14894739,0.41223636,0.21492851,-0.048841953,0.35464153,0.15307114,0.06850383,-0.97622526,0.2629403,0.02480802,0.06124732,-0.0074627995,-0.17148468,0.10152182,-1.0198697,-0.05055222,-0.045014396,0.12138504,0.061410367,0.09116486,0.13681574,0.20346785,-0.28886753,0.4994715,0.22792321,0.036888137,0.045179162,-0.039834615,-0.038479403,0.09729946,0.081950754,-0.17729029,0.22543864
img9_isl2944,-3.1699214,2.5606308,-7.540732,3.7184994,1.1851788,3.5985436,1.6699326,0.23606038,-2.0947218,-2.679916,1.0568882,1.9888662,-2.6203294,-1.2743709,-0.82881826,0.02579248,-2.4749866,0.21347812,0.71856445,0.41969806,-0.15575463,0.7985062,-0.86576384,0.1498985,0.19435447,-0.13391644,0.046225965,-1.3702271,-1.0117551,-0.3338167,0.23173669,-0.8579537,1.2906227,0.012198256,-0.22763947,-0.6667729,-0.022819817,-0.1040302,0.05708742,0.32760298,-0.66983336,0.3981492,-0.20752794,-0.5036337,-0.5793805,-0.027853385,0.7227634,-0.42467645,0.33463752,-0.35323715,-0.3871012,-0.33177763,-0.05368185,-0.49879953,-0.3757637,0.7398046
img9_isl3002,1.7115258,7.6299124,-6.3682237,1.6178772,-2.608216,0.083066314,-5.1371126,-2.8880675,2.274508,1.4457688,2.4351144,1.4878844,0.33412758,-0.44330585,-1.7310019,0.8943361,-0.7317827,0.19695461,0.7921532,0.36509788,-0.097131364,-1.2345096,0.17796199,-0.41164634,0.21580148,-2.1670978,-0.40726882,-1.0785278,-0.9755313,0.8678814,-1.1789606,-1.0061094,0.20422894,-0.5740747,0.18256475,0.60221326,-0.632856,-1.4508204,0.038705647,-0.38158962,0.2635305,0.76017,0.3083618,-0.030634146,-0.24848488,-0.15096205,0.19298896,-0.3033808,-0.81850255,0.29072085,-0.10646054,0.38278905,0.6986494,0.537873,-0.6091957,-0.21734367
img9_isl3007,16.508074,0.3899585,3.8298745,3.2410128,1.7750247,-0.39260513,1.3713652,1.3293657,-0.8046067,0.5171315,-0.33810267,-0.8932265,-0.118878305,1.9442257,-0.96369696,0.023501962,-0.18462539,0.040278383,-0.7580011,-0.2908029,-0.23563883,0.42401147,0.11440277,0.5691626,-0.13570315,-1.0766876,0.23523298,0.09763782,-0.37243995,0.17936358,-0.42999178,-0.01982364,-0.19847584,0.36542517,-0.09733701,0.086162,-0.42739332,0.041257642,-0.19832161,-0.087807484,-0.5660176,-0.14248832,0.02371838,-0.27737415,-0.22789013,-0.07175887,-0.6482587,-0.34192097,0.2857078,0.021778166,0.57838446,0.27165624,-0.12593955,-0.084829345,-0.30976462,-0.12151388
img9_isl3131,3.2141995,0.20687139,-1.4274395,-5.1248674,4.5923753,1.7136348,-0.3745116,-2.8315558,-2.0498157,-1.3100557,-3.136381,0.56653166,-2.210847,2.164578,1.9214832,1.5992996,-0.966449,0.3902321,-1.7247183,2.0221188,0.83921194,-0.21458727,0.3838394,-0.22276571,0.64021647,0.21515846,1.4259982,1.1222883,0.43141738,-0.6480623,-0.7017561,0.98199475,0.31812996,0.79406404,-1.0666944,-0.44704756,-0.21092764,0.14215621,-0.20265867,-0.037973873,0.70544267,0.8406004,0.077630356,0.07418814,-0.21937348,0.58492243,-0.3517657,0.15845913,0.38067687,-0.2531464,-0.8852941,0.32291386,-0.51441765,-0.3512423,-0.117868766,0.2676822
img9_isl3415,-8.333125,8.471374,-1.1294684,10.313915,-2.5182364,-0.4470554,2.3358903,1.0952227,1.5766441,-5.226908,-2.635394,1.5431968,0.50273573,1.0788969,2.9984944,2.1443107,0.4389391,0.8958583,0.4517249,0.54946524,-0.62419397,-0.10105312,0.80480224,-1.329793,2.5703135,-1.5262697,-0.22744316,0.7507511,-1.8615245,0.5439247,0.43027148,0.6028832,1.8232148,-2.0570538,2.042992,0.53242457,0.50989735,-0.21693134,-0.5646955,0.44532305,1.3719563,-0.35935497,0.4912648,-0.9441374,0.054366708,0.35697752,-0.2438407,0.00080026686,1.3560038,0.10241443,0.33674955,0.9939463,0.58663243,0.4929213,0.1639283,-1.0363244
img9_isl3432,-10.256342,6.027911,6.5671015,9.8381,-1.6178777,-5.312081,0.63169706,-2.1714902,-0.49880195,-4.11222,-3.9060574,-1.501083,2.8970454,-2.6818752,3.5676296,1.3976763,-1.2662041,-0.69527847,-0.9811484,1.0720344,1.2919127,-2.2858675,0.64380926,2.2227533,1.4611199,-1.5564084,0.53930783,2.0549967,-0.20799026,0.20966277,1.1496584,-1.0517964,-0.006720096,-0.49637005,-0.4718649,1.0959162,0.74446726,-0.5430851,1.0070951,0.9156229,0.057312906,-0.28499404,0.5344072,0.30230474,-1.3873372,0.587839,-0.5096402,-0.5293696,-0.3559955,-0.20882353,0.19180699,0.025363356,1.7318004,-0.021526024,0.5632602,0.9032087
img9_isl3589,5.943085,-4.719252,-4.2258267,0.9226401,1.7830293,-3.1487586,2.074843,-1.1445427,0.34959805,-0.19515723,1.9043417,-0.6358071,0.8570755,-0.69706535,0.7669963,-0.47556078,-0.0030426383,-0.07936912,0.28677213,-0.8946456,0.23561719,-0.048337173,0.58372,0.084433585,0.10311711,0.36779702,-0.0431031,-0.28820676,-0.018043816,0.76898813,0.14519423,0.11705223,0.10867494,-0.59043705,-0.32241616,0.07446028,0.047358543,-0.099515334,-0.0636657,0.26843667,0.303851,0.3207093,0.0638183,0.13373592,0.35557216,-0.35926616,0.1688911,0.10860467,0.17604068,0.10521583,-0.40632257,-0.058481008,-0.28500333,-0.16593114,-0.02567476,-0.13548905
