objid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
img19_isl3288,1.3914138,-6.2424426,-4.8321843,-0.07438445,0.8388861,-1.4637104,2.9646447,-0.5865511,0.5161239,0.6139764,1.7445799,-0.92568207,0.052273035,-1.1805174,1.040009,-0.14999738,-0.48086834,-0.13050303,-0.47823024,0.5866255,0.4687496,-0.50031507,0.29436728,-1.0990719,-0.33010215,-0.10254386,0.036565363,-0.5012422,0.36598137,0.4013554,0.8720298,0.30606812,0.73394006,0.22811912,-0.40573654,-0.025217235,-0.06315841,0.091060944,-0.033802807,0.40560612,0.05484362,-0.05018425,-0.32179388,0.2105966,0.37686247,0.20700715,-0.20349756,0.113616824,0.10709621,-0.029315718,0.13691321,0.062361658,0.119111836,-0.08902606,0.011052638,0.053721532
img19_isl3410,17.796148,1.6017095,5.2338595,3.7715962,0.29475063,1.1369314,0.9217396,2.250804,0.1483022,0.123156965,0.20841125,-0.7969469,0.11057854,0.6006337,-1.4294739,-1.507254,0.54078484,-0.02160754,0.18689443,0.29700005,-0.46296257,0.22215396,0.224638,1.7832056,-0.110919714,-0.9923496,-0.9480255,0.44569442,0.20552108,0.49709532,0.04245603,0.6328683,0.08743709,0.26218945,0.25229746,-0.04099146,0.044627547,0.8477969,-0.24797755,0.77269524,0.23364446,0.26411945,0.104428746,-0.5575592,0.120622575,-0.051455677,-0.2736697,0.6735307,0.84651613,-0.23597756,-0.16434671,0.24907649,-0.06185323,-0.10093972,-0.33692688,0.025872946
img19_isl3459,-5.442926,-7.5285697,3.8903613,2.089742,-0.49171174,2.855514,-0.43131256,-2.168093,-1.3051369,1.7143469,0.29721716,0.63636243,0.123331785,0.5485522,-0.5652012,0.27835554,1.302148,0.061658822,0.6284917,-0.10226503,-0.013670318,-0.15780953,0.68016976,0.1462853,0.15510643,0.3359934,0.33042234,-0.30899152,-0.4583089,-0.032420814,-0.3684252,-0.5062913,0.17664623,0.48624814,0.038160652,-0.2927753,-0.10913946,-0.0053380877,-0.041475937,-0.046847634,0.269032,-0.13515136,0.12890404,0.061919745,0.2486108,-0.33706367,0.15771145,0.031749994,-0.042012706,-0.15976933,-0.12303886,-0.22299267,-0.23764412,0.10674083,0.4839981,0.0057518035
img19_isl3776,-6.0285754,-4.976496,5.92888,2.4473455,-0.8110077,-0.21476418,-1.9742234,-2.0097084,1.0546259,-0.541262,-1.1823369,-0.016533196,-0.026341379,0.54929274,-0.2944932,0.24646936,-0.9398638,1.1194526,0.043001503,-0.7928515,0.9090526,0.06541504,-0.49299425,-0.058790296,0.6279979,0.4240706,-0.64467126,-0.20878048,0.24054053,0.98762697,-0.6835067,0.13570875,0.07813224,0.7180818,-0.707584,-0.35659233,0.31410208,-0.28159207,-0.26224548,0.24985126,-0.3585238,-0.43429518,-0.13316193,-0.13747872,0.7236691,-0.27484787,-0.016411334,0.3417653,-0.019482374,0.53767455,0.5641988,-0.58803296,0.015051007,0.14560604,0.11966619,-0.021748897
img19_isl3780,-5.1426578,-7.6141834,2.587843,2.4902437,-2.0131488,2.47885,0.3564114,-1.7254841,-1.1379247,1.9205453,-0.06544064,1.433693,-0.008518517,0.64319295,-0.017139286,-0.21217385,1.2955861,-0.801684,-0.61752695,-0.15558234,-0.13534513,-0.21632874,0.9545066,0.42059484,-0.1869359,0.35370982,0.1978864,0.1043649,-0.33459488,-0.35044867,-0.45579624,-0.23701388,0.39841807,0.3556406,0.51078457,-0.03924744,-0.1640918,0.076758824,0.21260035,-0.10979102,0.06330167,0.14095843,-0.11489191,-0.0015400685,0.058749855,-0.054347694,0.2956128,-0.25946492,-0.24486867,-0.30292025,-0.032277707,-0.314488,-0.38000572,-0.11852848,0.3381274,0.10018928
img19_isl3784,-6.5496135,-1.827814,-0.008977354,6.3105574,-2.265682,0.56726635,-1.055946,2.4189744,1.6134948,0.13355482,-1.15897,3.5041819,-1.2293241,0.28094453,0.98034567,1.1539539,-1.1072884,-0.34416667,-1.354277,-0.42731428,-0.26284397,1.0074791,0.6321299,0.6628755,-0.9884104,-0.34196055,0.32401168,-0.09282713,-0.77781385,0.8158524,0.4488108,0.50476813,0.426233,-0.7506002,0.77018714,0.41063982,0.6939061,0.27881896,-0.5569283,-0.84465295,0.8357686,0.5780838,-0.37527418,-0.1070998,-0.9673553,0.31333363,0.04492271,-0.040751614,0.30505726,-0.16293606,-1.0495597,0.31604,0.23046625,-0.36030287,-0.30977494,-0.13095066
img19_isl3826,-2.3965383,-6.0718713,-2.6958947,-0.06971717,-2.9298518,0.48206633,1.4727678,1.329491,0.33617127,0.60227114,0.3917112,0.76623285,-0.95745975,-0.13611096,0.7843016,-1.1749982,0.38237253,-0.4852631,-1.2849604,0.29780847,-0.5761477,0.4640029,-0.41678816,-0.1840696,-0.07131618,0.030428588,-0.5029693,0.4556989,0.22427645,-0.05597186,-0.35838395,0.007008314,-0.4152481,0.4172277,0.1367235,-0.21963967,0.088129416,0.36386815,0.3968063,-0.20819384,-0.2404668,0.49598998,0.109186724,-0.31843027,0.008720309,0.26678085,-0.15534627,-0.02992604,-0.07456623,0.13123924,0.38776112,-0.101172976,0.07890746,0.110640466,0.007014498,0.02632802
img19_isl3944,-5.752347,6.9057455,6.0720415,-2.8991694,0.46766335,-6.585043,2.514876,-1.3242526,0.8416915,-1.5299351,0.62607837,-1.2038455,-1.8700583,-1.9146708,-1.447634,-0.18028879,0.697237,-1.144461,-1.4396363,2.324992,-0.5765495,-0.2266922,-0.050171986,1.0709833,-0.757479,1.1138198,0.22168988,-1.3276871,-0.5634192,-1.207118,-0.6997671,-0.48775557,-0.35331017,0.6883951,0.37808916,-0.04339725,-0.3770671,-0.6908834,0.3030036,-0.19062841,-0.036111504,-0.13728274,0.35829335,0.3794581,0.86894554,0.15796575,-0.5351475,0.2324504,-0.11150679,0.14304113,-0.9722902,-0.15940365,-0.23041092,0.086592615,-0.7753999,0.47490215
img19_isl4024,-5.4553227,-2.1648724,4.9697495,-1.534179,3.5680215,-0.41312045,-4.0701265,1.4599411,-0.6251759,0.74751204,0.5240281,-3.3181987,-2.12698,1.286795,2.527558,-0.98995566,0.33243078,4.1825867,0.7418605,0.37648994,-0.9118502,-0.07449816,0.37319863,0.47946072,0.6319898,1.15367,-1.6088002,-1.0337865,0.16057801,0.45591563,1.1006324,-1.0638853,-0.06472927,0.15445983,-0.8385452,0.07183747,-0.09013131,-0.20158318,-0.39062333,-0.91198653,-0.1353069,-0.3339064,-0.54444987,-0.4649431,0.25898087,0.4829172,-0.08462006,-0.68840516,0.3724048,0.27761516,-0.48629108,-0.6457356,0.60311586,-0.30431718,-0.21937664,0.37483305
img19_isl4047,-4.6544485,-7.770614,2.1802502,1.1276481,-0.9702094,2.6919768,1.0967892,-1.2887173,-0.35239825,1.6526506,0.20692986,0.41587234,0.31769425,0.27738363,-1.3192009,0.24352758,1.6760465,-0.11889555,-0.0032315627,-0.105169356,0.26155376,-0.18911389,-0.19895376,-0.032382637,0.17132384,0.15038979,0.30404824,-0.009509843,-0.096132174,-0.3600409,-0.50863016,-0.45190978,0.22302443,0.039077908,0.05356431,0.29441193,0.03113699,-0.3706743,-0.19869497,-0.0019537434,0.46758223,-0.10443345,0.053956382,0.11699383,-0.04832545,-0.30421108,0.14677572,-0.2525907,0.22745132,-0.27344495,-0.19971976,0.21403024,0.18356091,0.10879633,-0.11051185,0.00070518255
img19_isl4093,-0.25741374,1.2662135,-2.2079802,-5.6077633,2.8355947,1.7279074,-0.49326545,-0.7543943,-0.7362841,-0.28152028,-1.9294809,1.4670898,-1.1100593,1.8019389,0.8873494,-1.0228689,-1.1577891,-0.55905205,-0.03619969,0.11099213,0.12514865,-0.24563825,0.25299257,0.42141506,0.4635788,0.2466799,0.40530577,1.4088963,-0.26074576,-0.16927421,0.48904642,-0.31021172,0.009483129,0.38624525,-0.6023005,0.41425538,0.7546958,0.19205922,-0.13961019,0.13161796,0.62999666,0.40478766,0.018118322,-0.018165532,0.089464635,-0.43048006,-0.31850857,-0.036947705,-0.033492245,-0.22148377,0.22370416,0.2055791,-0.176279,0.08702564,-0.06578064,-0.001052022
img19_isl4136,-7.339947,2.9060912,-2.8452334,7.8876467,1.6072094,4.224141,2.8151524,2.679302,-1.5148389,-2.10766,-0.539623,2.6855264,-0.7404881,-1.1719499,0.4352051,3.248786,-0.5978817,-1.2520165,1.2517229,-0.028527528,-1.5317204,0.55064803,-1.2531058,0.8338364,-0.011084378,-0.28232723,0.16601157,-1.0283955,-0.94894075,1.0164936,0.62256765,-0.025002122,0.6535543,-0.035711326,0.09369007,-0.093739524,0.07710624,0.20241037,-0.2657858,-0.7123424,-0.060266793,0.84452677,-0.097034566,0.43547028,-0.2600892,0.15629482,0.1369063,-0.24802275,0.47702676,0.33575386,-0.39981377,-0.031840637,-0.4041643,-0.032917082,-0.39729428,0.2776736
img19_isl4191,4.544071,-5.021168,-4.831838,0.7911594,1.1201379,-3.216343,1.9644707,-1.1094476,-0.045348525,0.069438875,2.0494683,0.09453213,0.056401014,-0.7489217,1.1656482,-0.1774035,-0.48777854,-0.12525377,-0.28710282,-0.35735923,0.1459167,-0.4014942,0.26038274,-1.2047249,0.22659963,0.62971926,0.48739964,-0.4110161,0.22491664,0.6364331,0.690061,-0.14326096,0.05417639,-0.6078453,-0.60799897,-0.009393159,-0.07644883,-0.33497387,0.42330182,0.13326003,0.4597214,0.36984426,-0.12029644,0.46240467,0.4101534,0.10915329,0.22373909,0.2035115,-0.19294703,0.06989318,0.19562258,-0.53446484,-0.14637986,-0.20539896,0.002932921,0.20644005
img19_isl4401,-1.770014,-6.944015,-2.9340801,-0.8577168,-0.8634036,1.1273832,3.5838826,0.24397081,-0.0957824,0.87651473,1.2453189,-0.9624604,-0.1939289,-1.0321577,0.15421474,-0.32915497,0.74884254,-0.37925482,-1.3021437,0.86258,-0.017260328,-0.61074615,-0.21454747,-0.5383171,0.071356654,-0.7419868,0.2618349,-0.605191,0.12828848,-0.28528172,0.6016586,-0.31255767,0.7870622,0.31285506,-0.26527807,0.41220585,0.12320855,0.35045272,-0.6265589,0.59149224,0.20296955,-0.24456912,-0.13219553,-0.36511752,-0.22397104,0.31387934,-0.17779815,-0.16527392,-0.12337298,0.30443585,0.17889868,-0.06987178,0.085617125,0.034323797,0.084210664,-0.02160231
img19_isl4436,6.9489303,2.1766357,3.923678,-2.4674673,-5.0529056,-0.9648901,-0.33363158,1.5747541,-1.7973021,-1.2739093,-0.46382642,0.08168453,-1.8569767,-0.39199466,-1.2993464,1.8021437,0.8181678,-0.48810878,0.8044609,-2.3037035,-0.7665244,-1.9317797,0.46485806,-2.1710463,-0.27145618,-0.9981149,0.89689887,0.28191367,0.42039475,-1.3139687,0.3726602,-0.63927007,0.3681634,-0.6585948,-0.7516047,-0.7420967,1.2037768,1.0238823,0.40479922,-0.09471429,-0.88864815,-0.047297716,-0.53131765,-0.40888748,0.32055253,-0.54090446,0.21840772,-0.015220821,-1.4415193,0.046373427,-0.5188063,0.6735631,1.1976614,-0.67166173,-0.33786887,0.38895744
img19_isl4440,-0.94933325,3.366529,-5.6086955,1.4266529,-5.9352818,-2.2551792,-5.7152195,0.78390527,-1.0125339,1.1957369,0.93733114,-2.1863337,-0.48683697,0.33070618,0.032606833,-1.3651147,0.35373414,-0.0046708807,0.33421528,0.16140985,-0.9860839,-0.6490134,-1.2538216,0.13754854,-0.24150556,-0.005309105,2.8513658,0.92370814,-1.1200577,0.7678485,-0.95579314,0.53693306,-0.6387252,0.6795267,0.34831363,-0.5537964,-0.38815355,-0.19231704,-0.46179467,0.5171112,0.54911613,-0.06357336,-0.086357854,0.47224623,0.21382785,0.05262202,-0.19956832,0.57342184,-0.32961106,-0.5964901,0.711172,0.32209906,-0.12246774,-0.2032793,0.11966577,0.6553335
img19_isl4451,-3.4071705,3.0797486,3.1442542,-5.0123625,1.7874811,-2.0665915,-0.9994985,0.3688366,5.257862,-3.1893492,0.8468868,-1.4888144,0.15576345,2.978317,-1.367548,0.5793875,0.9530492,-2.5091712,-1.5564773,0.00405246,-0.7176219,1.313009,0.645163,-0.011253357,0.6589906,1.4923115,0.41150206,-0.6303119,-0.76593137,0.47146043,0.3945367,1.0081764,1.7111809,0.4045453,-0.71524775,-1.4427923,0.025933146,0.9650668,-0.02921921,-0.6328246,-0.5601729,-0.07600945,-1.0257504,0.24632147,0.25612867,-0.07509482,0.1577133,-0.45995077,-0.3687292,0.4857128,0.4082486,-0.49810436,-0.077337146,0.06915307,0.81670547,0.36467582
img19_isl4472,-3.7220867,8.575093,0.6341965,-4.790451,1.1988504,0.3914743,2.8711588,-0.90856004,0.5064647,4.9251666,1.2218767,0.5797359,3.4619772,0.8727359,0.600044,-0.9305392,-0.83341396,-1.3567225,-0.71438664,-1.3299063,-0.859017,0.2897825,-0.8760161,0.14153978,1.2603655,-0.2849397,-0.5883978,0.37010494,-0.5877177,0.6801828,-0.08331779,-0.8080831,0.38561565,-0.673617,0.37733135,-1.4797395,-0.37114733,0.40546474,0.42595685,-0.60700834,-0.21623993,-0.42444938,0.0063754395,-0.3795527,-0.8823228,-0.7285288,-0.25792012,1.1790754,-0.97452754,0.15946592,-0.1654091,0.0282484,0.0950824,-0.03591919,-0.20130777,0.036546156
img19_isl4644,-7.545261,10.407615,4.0415726,1.1733177,3.5542238,-3.6284022,3.2327015,0.13630879,2.5574064,-2.7721004,-1.7424661,-0.6977109,0.21649033,0.0030494034,-0.5155034,-0.9274543,2.3736172,0.42823243,-1.2034577,1.6422126,0.060298868,-1.9289573,0.39405715,-1.4212312,-0.51262695,2.0980976,-0.708659,0.18112642,-0.90903807,0.6741074,0.53103876,-1.3309088,-0.6723279,-0.20386821,0.26207894,-0.53133225,-0.62999094,0.56959987,0.23401123,0.8423206,-0.2623449,-0.008954227,0.92669463,-1.4376769,0.00014513731,-0.31659657,0.2724222,-0.396175,0.26622245,0.325179,-0.9822493,0.1496354,-0.9319542,-0.33977795,0.04413721,-0.048623424
img19_isl4780,0.39354098,-5.911229,-3.8714337,-1.1308236,-0.22611013,-0.76023686,3.1269982,-0.015406609,0.13751167,-0.25504982,1.617111,-1.0015969,0.5156305,-1.3373073,0.53074443,-0.88518786,0.13374439,-0.20840251,-0.43014348,-0.2409944,-0.006815966,-0.20738608,0.36751366,-0.2812719,0.23127884,-0.5040174,0.24776042,-0.2640524,0.22724196,0.7015574,0.5360255,0.023913294,0.4030257,-0.34886554,-0.45965078,-0.10058354,-0.025388673,-0.16990125,-0.3803781,0.45907408,-0.010585293,-0.012505382,-0.054195262,-0.25213215,0.10323194,0.046792224,-0.3543219,0.0017238632,0.27139598,0.30011868,-0.07877997,-0.16761705,-0.31779894,-0.05129963,-0.063625455,-0.015813366
img19_isl4812,-5.6509824,3.492495,-6.0681453,5.46772,-1.8709972,2.2625675,-1.6876818,3.096861,-2.9072542,0.12408316,0.7496409,-3.440239,-1.8772042,-1.2089471,0.3272416,1.1500953,-0.24337852,-1.9614763,-1.1141409,-1.3138092,-0.14702907,2.6395338,0.631655,0.96734524,-0.5427739,0.5791749,-0.04779291,0.0200249,-0.23235965,-1.2803063,0.58894026,-0.6179298,-1.0774435,0.4252395,-0.68665135,-0.8403282,-0.2899342,-0.07440052,-0.268794,0.8508175,0.43349707,-0.05314949,-0.14503142,0.10595751,-0.43463522,0.10323048,0.13000849,0.41127992,-0.83423895,0.73912907,-0.31755403,0.52904236,-0.14057174,-0.4277408,-0.010653704,-0.009259865
img19_isl5083,5.89232,5.5015144,-5.468209,1.6269524,0.7322963,4.654961,-0.830271,-5.899845,-1.6286136,-4.8689184,2.3308036,1.3889397,-1.1638975,-1.8698393,-1.6417339,-1.082272,-0.048182875,4.1773677,-2.6301954,-0.27642608,1.6308236,0.9978529,0.9671673,0.76482797,1.1267333,0.8474345,0.14294621,0.334103,0.69009495,-0.6718852,0.4178972,0.2416395,0.37449932,-0.3355607,1.0705744,-0.5553726,-0.8839805,1.6654646,0.080804646,-0.610228,-0.024354346,0.115514636,0.344328,0.57775635,-0.28916758,0.113989756,0.30299723,0.0077084303,0.80241764,0.3549133,-0.34054768,0.047383547,0.044457525,0.5350473,0.01755768,0.26246005
img19_isl5456,-7.316657,2.3707085,10.525286,-0.3445971,4.0827937,-5.861339,-2.7770808,-1.8408833,1.1944362,-4.79315,3.562874,-2.6126595,-0.7117544,-2.92573,0.56058234,-0.5372857,-2.4743652,-1.658896,-2.2384357,2.396663,-1.5168041,1.4525228,-1.5214617,-0.31975517,0.03677547,-1.480965,-0.16266268,0.31731614,1.0691766,-1.595542,-1.2335565,-0.6162955,-0.0001604557,1.1807789,0.7841133,1.9006457,1.7199008,0.31176564,-0.4513752,-0.9763115,0.33988756,-0.23225898,0.090711154,-0.67953867,1.3687608,-0.2004304,0.28793478,-0.21533245,-0.024033278,-1.0752473,-0.07363781,-0.52606523,-0.12708914,-0.304874,0.0016512722,0.07159041
img19_isl5461,-3.4031801,4.110359,-7.371054,3.1932414,1.0150659,4.2212944,2.4967184,-1.0156858,-2.2182288,-3.4753406,0.6502776,-0.9596881,-0.8449951,-0.60181797,-1.231236,-0.59801507,-1.3230153,0.3825488,0.8441657,-0.24282771,-0.6724755,1.070136,-0.5319793,0.22969331,-0.2381224,0.404033,-0.40509284,-0.6494015,-0.18730679,-0.6126179,-0.39776015,-0.11093186,0.9927589,0.17255683,-0.5537087,-0.29224446,-0.048946083,0.007218845,-0.191559,0.07926335,-1.6304786,-0.000818491,-0.22779658,0.20630491,-0.06253487,0.04968168,0.105005145,0.36970535,0.41696644,-0.40158316,-0.046927568,0.07056406,0.37517202,-0.37576774,-0.066710666,0.38956457
img19_isl5463,-6.0896873,14.238727,2.3827376,0.05586815,-2.171239,-4.0953126,6.23905,-2.992048,-1.0925694,1.5983448,-0.5983645,0.42234313,-2.1950808,-1.5492691,-1.6475055,0.4153133,2.3424187,1.057187,1.9968146,2.7137353,1.0005978,0.6538888,1.4883307,-0.51039886,0.632233,0.22726464,-0.5641921,0.21853563,0.4282324,0.85770607,-0.5559782,-0.8514434,-1.7339926,-0.19450717,0.96341956,1.2076812,0.06069109,-0.85020196,0.6373426,0.95554966,-1.0108889,1.1170561,-0.94064367,-0.5809054,-0.19127975,0.03716004,0.57363015,-0.6372727,0.07962468,0.039272353,0.23707497,0.17288533,-0.50830734,-0.66692066,-0.07824896,-0.22366706
img19_isl5621,-5.375695,-6.743518,4.764951,1.2079811,-0.14816207,1.6216184,-0.37987757,-2.4437358,-0.5148862,0.2631938,-0.2191715,-0.32493484,0.58504516,0.26738054,-1.1282126,0.15764295,0.5568878,0.0619495,0.6054636,-0.6611467,0.5885607,0.16801584,-0.3095001,-0.12725624,0.7426197,0.11929381,0.17152801,0.0643543,0.062404715,0.4317494,-0.620113,-0.18324761,-0.1835549,-0.02818629,-0.18146595,-0.4175903,0.014884353,-0.5335913,-0.21850851,0.101088054,0.1861681,-0.052295238,0.22508374,0.21580079,0.36235774,-0.17304975,-0.032017246,0.25984094,0.19441076,0.093388036,0.11015823,0.1537464,0.1216391,0.18172419,-0.2159375,-0.0480439
img28_isl28,-4.5355234,-0.5103042,-3.6102762,3.8592484,0.8485319,1.2643661,3.898546,1.3516684,2.9421058,-1.2279023,-2.7025766,0.9611497,1.9218764,-0.38513145,-1.3515,-0.5885489,-0.86840856,1.1787512,0.61114395,-1.1472089,-1.9468375,-0.9676206,-0.82296115,-0.49464032,-1.0716469,0.83375275,0.2946884,0.40314758,0.1113788,-2.1438785,1.5265388,0.6013204,-0.43221948,0.3343293,-0.06514627,-0.32614064,0.17039141,-1.2389414,0.0627242,-1.5707246,0.6576151,0.3301618,-0.43186796,-0.3192889,0.034334898,0.6123374,0.11211419,0.44404826,0.43504685,-0.14999828,-0.67949677,-0.19618699,-0.08619022,-0.23701818,0.041836172,0.2164902
img28_isl130,-4.740152,6.01127,-4.147969,1.9564922,2.8337934,2.790791,1.0315914,0.8872925,1.7131413,-4.406733,1.4511874,1.3761305,-0.64672405,0.84828657,-2.374597,1.1376389,-0.08617818,-1.7136493,0.47785282,-0.4023062,-0.17490944,0.42529386,1.5216515,-0.49809,0.26549488,-1.2023265,-0.65028685,-1.036612,-0.044987403,0.073829174,0.249226,0.13690376,0.8389432,-0.58652556,0.051903397,-0.5393968,0.7928328,-0.071989246,-0.13601983,-0.98898405,-0.48868066,-0.8108362,1.5066085,-0.05696253,-0.5524056,-0.47954303,-0.32371834,-0.10605669,0.52690405,-0.8064642,-0.067509025,-1.0439208,0.19479406,0.09706524,0.16328466,0.080954954
img28_isl188,-5.989996,15.273417,3.0395436,-2.2885225,-3.313751,-6.131347,3.908392,-1.5598192,-2.3619676,9.371512,0.72845405,0.049328506,1.8347433,-2.0236807,-0.38976884,-0.56773317,-0.81445825,1.0055647,0.8778834,1.2411938,0.5501477,1.8835038,-1.5369613,1.7648526,0.8759655,-0.35364586,1.052273,-0.262164,0.43174306,-0.22060364,-0.21020997,1.0478224,1.4837887,-0.5581248,-0.9578849,-1.214192,0.20259717,0.47929975,0.35017103,-0.810585,-0.2148782,0.3305881,1.345653,0.21353403,0.026446164,-0.4095415,-0.36164838,-0.30678082,-0.038301528,-0.24148545,0.048522685,0.5402008,0.27013123,0.49096262,0.10171452,0.5907916
img28_isl240,2.655911,-2.9114537,-2.885118,-3.9746208,2.3715446,-0.50669795,-0.78310394,-1.1135496,-0.73759484,0.8216749,-2.9379878,-1.4331362,-0.24090177,-0.22283557,1.8112597,1.4063474,-0.32269382,-0.12221729,0.7935147,1.2464552,1.0251607,-0.7428681,-0.0694883,-0.6759412,-0.6124976,-0.29159608,-1.1855891,0.6624517,-0.86084807,-0.5626624,-0.5841504,-0.09205817,-0.04649496,0.40196773,0.26676506,-0.3773156,0.0290353,0.71006596,-0.23250796,-0.22700411,-0.022698373,0.09467879,-0.21145678,0.4103524,0.15658611,0.7482811,0.1960423,0.55368924,0.33361733,0.0009071082,-0.32997194,0.2469717,0.20041263,-0.16289091,0.0027446747,-0.20067042
img28_isl254,-1.8778272,1.1111385,3.3574615,-5.4394417,-3.150086,-4.3670015,0.9761006,-0.8528974,-2.3106332,-1.405781,-2.6795242,-2.4590373,-5.1535287,0.8681962,-0.746167,1.1156474,-0.4657613,-0.74828196,-0.046834305,-2.5633054,-1.528514,-2.280835,0.025578603,-0.47106782,-0.9804178,0.14393479,-0.19569069,-0.8364229,0.858667,0.22423771,-0.1955995,-0.70803165,0.6341671,0.038829662,-0.36691645,-0.15113282,-0.49753264,0.9066844,0.6641822,-0.6461288,-0.045354523,-0.1261342,-0.49825954,0.016303886,-0.053998053,-0.118227124,0.11833787,-0.24229844,1.0340786,0.13116217,-0.51290846,0.06937826,-0.63632697,1.1517042,0.10874799,-0.08252142
img28_isl263,18.99797,3.607892,8.91946,3.4809663,-2.3560236,3.225889,1.3267089,4.333343,0.33686173,0.06178862,0.40287295,-0.63665926,-1.251451,0.37500232,-1.2807279,-1.5922915,-0.86721957,0.00046051294,0.704023,0.69252986,0.13780668,-0.5871033,0.2821974,-0.053119868,0.106098294,-0.5329195,0.09682363,1.0424163,0.06683246,-0.07942301,0.41222277,-0.74208283,0.24007672,-0.5971326,-0.7268534,0.32756066,0.04219526,-0.13474187,-0.14427094,0.13018936,-0.23845634,0.105683714,-0.18238145,0.3213858,0.7734011,0.41843316,0.3518474,0.4333745,-0.42091578,0.092181265,0.037333436,-0.4997601,-0.38909614,0.20401737,0.73797476,0.123205915
img28_isl311,-2.2629504,-2.2513611,0.38058943,-4.5660324,-4.9985743,-2.2150772,-0.3856051,3.0405788,-4.6422606,-2.6125848,1.2783798,1.0865769,3.4515154,1.8463663,-0.69042706,0.67714995,-0.49140823,0.8549277,-0.32852954,0.3209477,-0.055017143,0.12809464,0.31907535,0.12020245,-0.40576416,-0.48782012,-0.23181969,-0.19553907,0.0059835687,0.15996197,0.030483395,-0.133309,-0.19904405,-0.120605804,0.24455187,-0.3632023,0.016223043,-0.1048372,-0.1758056,0.07040751,0.052113444,0.3223377,0.23365092,0.28308865,0.18046707,0.21952596,-0.13127446,0.12131426,0.63330585,-0.060042202,0.4367989,-0.47317708,-0.38915902,-0.1282711,-0.18987758,-0.057006747
img28_isl340,0.1927687,-0.66803694,0.74145424,-4.4647455,-5.38057,-1.541903,-0.6370509,2.0572538,-2.8595052,-1.957334,0.4078842,0.16416454,0.8667979,0.036137953,-0.46334964,0.71429336,0.9933893,0.045995034,0.44929892,-1.4959954,-0.35888037,-0.67892796,0.29942358,-0.44262978,0.2790709,-0.6992509,0.9727725,-0.40520847,-0.14074385,-0.26458102,0.0030473173,-0.18366222,-0.2521549,-0.1995788,-0.44210485,-0.36325863,1.2320323,0.4328957,0.26159,0.17979729,-0.8063047,0.16900468,0.004597813,-0.0683652,-0.16171674,-0.042128623,-0.22160746,0.3543308,-0.015875287,0.043452017,-0.007583567,-0.11158814,0.4249953,-0.36872497,-0.37715548,-0.18315583
img28_isl343,3.6604037,2.1316247,5.4996247,-4.390418,-6.554864,3.0586114,1.2194176,2.358954,2.6085167,-1.304944,2.9437861,0.37604678,-0.0771358,-2.0528917,2.6619313,1.5521752,-1.7219263,-0.18484533,2.1891894,-1.3728163,1.6813728,-0.7887273,0.11820368,0.33656394,1.2831519,2.6210852,1.0144653,-1.0621352,-0.5139629,-1.6338081,-1.7239615,-0.11970347,-0.5288936,1.0909611,-0.23587516,1.0098934,1.1776284,0.7161955,-0.42697394,-0.3346769,-0.9660693,-0.11877146,0.22693908,-0.66102535,-0.5471795,0.52588,-0.82599956,-0.20471233,0.299574,0.52524006,0.35348478,0.039824814,-0.1653232,0.5268614,0.14331087,0.090234205
img28_isl360,18.69455,3.7817593,9.440019,2.7292135,-2.3994493,4.363887,1.6542861,4.338196,1.0766671,0.34310752,0.13602388,-1.8541957,-0.75842994,-0.7693828,-0.7523582,-1.6385459,-0.9333204,-0.6997202,1.059227,0.60358816,0.18908784,-0.6435834,0.68719906,0.5534451,-0.31719857,-0.4514343,-0.47556525,0.33579442,-0.7251288,0.373708,-0.26492935,0.45996374,0.7665817,-0.09724256,-0.224076,0.0594241,0.27538392,0.6844242,0.2660389,0.12868232,0.6534889,0.47812772,-0.15918854,-0.10802902,0.17480981,-0.3098815,0.23367453,0.4115645,0.053174943,0.04996288,-0.82991695,-0.40166178,0.040103555,-0.14466184,-0.5021846,0.0835108
img28_isl393,0.30227864,-2.0715373,1.5133843,-4.9695044,-1.966754,-1.1775689,2.741519,-0.78328943,-1.533388,-1.9132102,-2.917273,-1.7404778,-3.264662,0.026299313,-1.089589,2.1342194,-0.36620587,-0.09874753,0.2654087,-3.5523202,-1.9741399,-2.2887363,1.0329905,-1.5311667,0.8942117,-1.2834241,0.43593884,-0.276026,0.54295284,0.59613264,-1.7733117,-0.35394332,-0.6206157,-0.054502703,-0.06229174,0.3762642,-1.8942751,1.8201783,0.8343522,-0.30892825,-0.5033568,-1.0250741,-1.2961824,-0.3924256,0.25766838,-0.1991474,-0.6148653,0.022800975,-0.76953703,0.24731064,-0.48411065,0.9190459,0.69697535,0.18335056,-0.5431237,1.584113
